HouseNumber,SRID_29193
0529,POINT (349998.247442 7347503.093729)
0553,POINT (350017.047529 7347488.174735)
0540,POINT (350040.727102 7347537.438061)
0552,POINT (350050.126985 7347529.978691)
0636,POINT (350114.693891 7347478.740463)
0624,POINT (350106.526283 7347485.222471)
0612,POINT (350097.126400 7347492.681841)
0576,POINT (350068.926751 7347515.059951)
0129,POINT (350020.552738 7347584.547798)
0117,POINT (350026.682684 7347592.272415)
0105,POINT (350034.142054 7347601.672298)
0081,POINT (350048.395431 7347619.633610)
0093,POINT (350041.601745 7347611.071926)
0552,POINT (350095.456684 7347586.828368)
0528,POINT (350076.656918 7347601.747108)
0566,POINT (350108.814457 7347576.563108)
0562,POINT (350101.441072 7347582.414331)
0541,POINT (350053.262631 7347553.308529)
0565,POINT (350072.062397 7347538.389789)
0577,POINT (350081.462280 7347530.930419)
0601,POINT (350100.417530 7347516.166998)
0600,POINT (350133.038824 7347556.904632)
0625,POINT (350118.454292 7347500.073620)
0529,POINT (350043.862748 7347560.767899)
0553,POINT (350062.662834 7347545.848905)
0624,POINT (350152.525731 7347543.188416)
0588,POINT (350123.638941 7347564.364002)
0576,POINT (350114.239058 7347571.823372)
0567,POINT (350120.504776 7347594.624923)
0601,POINT (350146.493242 7347573.834494)
0547,POINT (350104.054981 7347607.678820)
0637,POINT (350172.500184 7347551.653707)
0589,POINT (350137.093359 7347581.293863)
0511,POINT (350075.855332 7347630.056930)
0523,POINT (350085.255535 7347622.597305)
0535,POINT (350094.655418 7347615.137935)
0522,POINT (350118.626173 7347664.559006)
0498,POINT (350101.054719 7347678.503007)
0624,POINT (350198.525179 7347601.154361)
0602,POINT (350182.292475 7347614.042409)
0592,POINT (350174.459239 7347620.258551)
0582,POINT (350166.626003 7347626.474693)
0572,POINT (350158.792767 7347632.690834)
0562,POINT (350150.959532 7347638.906976)
0552,POINT (350143.126296 7347645.123118)
0255,POINT (350325.383401 7347175.938621)
0251,POINT (350331.244347 7347183.324259)
1031,POINT (350346.051163 7347130.522831)
1055,POINT (350364.851183 7347115.604412)
1019,POINT (350336.651534 7347137.982521)
1020,POINT (350370.709506 7347181.056558)
1044,POINT (350389.509272 7347166.137818)
1056,POINT (350398.909155 7347158.678448)
1092,POINT (350427.108804 7347136.300338)
0203,POINT (350359.935458 7347220.730601)
0191,POINT (350366.078438 7347228.472302)
0179,POINT (350373.537808 7347237.872185)
0167,POINT (350380.997178 7347247.272068)
1080,POINT (350463.708369 7347201.725653)
1105,POINT (350452.869614 7347141.416197)
1101,POINT (350445.496228 7347147.267420)
1031,POINT (350392.050611 7347188.488776)
1079,POINT (350429.650397 7347158.651617)
1055,POINT (350410.850631 7347173.570357)
1043,POINT (350401.450494 7347181.029406)
1019,POINT (350382.650982 7347195.948467)
1020,POINT (350416.708954 7347239.022503)
1056,POINT (350444.908603 7347216.644393)
1068,POINT (350454.308486 7347209.185023)
1092,POINT (350473.108252 7347194.266283)
1104,POINT (350482.508135 7347186.806913)
1091,POINT (350485.049728 7347209.158192)
1079,POINT (350475.649845 7347216.617562)
1067,POINT (350466.249962 7347224.076932)
1043,POINT (350447.449942 7347238.995351)
0129,POINT (350407.156901 7347277.860897)
0093,POINT (350428.218687 7347304.401789)
1128,POINT (350545.917539 7347230.895187)
1020,POINT (350462.708402 7347296.988448)
1032,POINT (350472.108030 7347289.528758)
1104,POINT (350528.507583 7347244.772858)
1116,POINT (350537.907466 7347237.313488)
1113,POINT (350543.010882 7347257.631285)
1014,POINT (350504.021376 7347358.724838)
1008,POINT (350497.909634 7347362.262050)
1004,POINT (350490.536248 7347368.113273)
1109,POINT (350538.311195 7347261.361290)
1039,POINT (350488.749448 7347300.690981)
1135,POINT (350557.895386 7347245.819540)
1123,POINT (350549.848688 7347252.205076)
1099,POINT (350531.049176 7347267.124137)
0991,POINT (350452.276388 7347329.635061)
1027,POINT (350479.349820 7347308.150672)
1134,POINT (350592.157200 7347288.783262)
1122,POINT (350583.926741 7347295.328208)
1110,POINT (350575.520913 7347301.992100)
1090,POINT (350559.854441 7347314.424383)
1080,POINT (350552.021205 7347320.640525)
1050,POINT (350528.521498 7347339.288950)
1038,POINT (350520.688008 7347345.504771)
1051,POINT (350497.366262 7347293.853546)
1026,POINT (350512.855026 7347351.721233)
0663,POINT (349801.782208 7347178.168392)
0659,POINT (349797.143418 7347181.901568)
0691,POINT (349823.019828 7347161.324227)
0721,POINT (349839.311976 7347148.395432)
0685,POINT (349815.186592 7347167.540368)
0649,POINT (349791.686885 7347186.188793)
0637,POINT (349783.853970 7347192.404680)
0625,POINT (349776.020413 7347198.621077)
0613,POINT (349768.154889 7347204.862841)
0577,POINT (349741.276466 7347224.911571)
0601,POINT (349757.725496 7347213.244650)
0644,POINT (349828.418627 7347225.911571)
0654,POINT (349836.251863 7347219.695430)
0586,POINT (349783.500469 7347261.556819)
0598,POINT (349792.900352 7347254.097449)
0714,POINT (349880.967220 7347184.211117)
0487,POINT (349792.955759 7347297.742748)
0451,POINT (349814.773460 7347325.236201)
0683,POINT (349875.327230 7347213.003002)
0611,POINT (349818.928186 7347257.759543)
0635,POINT (349837.727698 7347242.840482)
0647,POINT (349847.127835 7347235.381433)
0671,POINT (349865.927601 7347220.462693)
0695,POINT (349884.727367 7347205.543953)
0599,POINT (349809.528303 7347265.218913)
0623,POINT (349828.327815 7347250.299852)
0659,POINT (349856.527718 7347227.922063)
0707,POINT (349892.807563 7347199.131834)
0540,POINT (349852.999625 7347300.874339)
0552,POINT (349862.399508 7347293.414969)
0576,POINT (349881.199274 7347278.496229)
0586,POINT (349893.805128 7347267.011156)
0582,POINT (349886.431743 7347272.862379)
0425,POINT (349832.834239 7347347.995389)
0413,POINT (349838.955528 7347355.708439)
0564,POINT (349917.184871 7347342.878556)
0565,POINT (349883.727400 7347300.806748)
0577,POINT (349893.127283 7347293.347378)
0601,POINT (349911.927049 7347278.428638)
0600,POINT (349945.384520 7347320.500446)
0529,POINT (349855.527751 7347323.184858)
0553,POINT (349874.327263 7347308.265797)
0636,POINT (349972.352470 7347299.099767)
0624,POINT (349964.184286 7347305.581707)
0612,POINT (349954.784403 7347313.041077)
0588,POINT (349935.984637 7347327.959816)
0351,POINT (349878.900020 7347404.023698)
0339,POINT (349885.854118 7347412.880615)
0303,POINT (349908.329829 7347441.177206)
0601,POINT (349958.598249 7347337.295805)
0625,POINT (349977.398015 7347322.377065)
0529,POINT (349902.198951 7347382.052025)
0553,POINT (349920.999039 7347367.133033)
0589,POINT (349949.198366 7347344.755175)
0576,POINT (349972.081986 7347393.420467)
0227,POINT (350084.958379 7347401.878950)
0251,POINT (350070.608225 7347383.795685)
0239,POINT (350078.067916 7347393.195314)
0764,POINT (350170.192136 7347340.230543)
0801,POINT (350162.986524 7347275.796105)
0741,POINT (350117.319580 7347312.032784)
0729,POINT (350107.921049 7347319.493857)
0717,POINT (350098.521166 7347326.953227)
0776,POINT (350179.592019 7347332.771173)
0728,POINT (350141.992487 7347362.608653)
0716,POINT (350132.592604 7347370.068023)
0692,POINT (350113.792838 7347384.986763)
0800,POINT (350197.228976 7347318.775192)
0203,POINT (350103.018678 7347424.636876)
0155,POINT (350130.957827 7347459.844895)
0197,POINT (350106.993344 7347428.394128)
0193,POINT (350112.854036 7347435.779446)
0789,POINT (350200.919911 7347340.162952)
0705,POINT (350135.120731 7347392.378542)
0776,POINT (350224.971056 7347389.782821)
0752,POINT (350206.171290 7347404.701561)
0740,POINT (350196.771407 7347412.160931)
0728,POINT (350187.371524 7347419.620301)
0716,POINT (350177.971641 7347427.079671)
0704,POINT (350168.571758 7347434.539041)
0800,POINT (350242.608012 7347375.786840)
0788,POINT (350234.370939 7347382.323451)
0765,POINT (350228.948202 7347413.701487)
0753,POINT (350219.548639 7347421.160603)
0717,POINT (350191.348670 7347443.538967)
0129,POINT (350149.017806 7347482.603075)
0105,POINT (350162.607121 7347499.727575)
0093,POINT (350170.066812 7347509.127204)
0776,POINT (350270.776745 7347447.642723)
0764,POINT (350261.376862 7347455.102093)
0752,POINT (350251.976979 7347462.561462)
0740,POINT (350242.577096 7347470.020832)
0728,POINT (350233.177213 7347477.480202)
0704,POINT (350214.377447 7347492.398942)
0692,POINT (350204.977564 7347499.858312)
0709,POINT (350232.451520 7347505.687107)
0793,POINT (350293.537058 7347457.067069)
0757,POINT (350265.351111 7347479.579312)
0745,POINT (350256.734551 7347486.417068)
0661,POINT (350195.978205 7347534.630866)
0673,POINT (350204.252192 7347528.064962)
0685,POINT (350213.651754 7347520.605847)
0697,POINT (350223.051637 7347513.146477)
0686,POINT (350246.421694 7347561.553892)
0802,POINT (350334.557773 7347491.612637)
0778,POINT (350317.921232 7347504.821154)
0768,POINT (350310.087996 7347511.037296)
0758,POINT (350302.254760 7347517.253438)
0738,POINT (350286.588609 7347529.685466)
0728,POINT (350278.755052 7347535.901862)
0718,POINT (350270.921817 7347542.118004)
0708,POINT (350263.088581 7347548.334146)
0674,POINT (350237.021811 7347569.013262)
0698,POINT (350255.255345 7347554.550287)
0787,POINT (349903.901424 7347095.858930)
0777,POINT (349896.035579 7347102.100949)
0741,POINT (349869.741533 7347122.966848)
0765,POINT (349887.293981 7347109.037930)
0753,POINT (349877.893844 7347116.496979)
0806,POINT (349955.317047 7347125.210077)
0796,POINT (349947.483812 7347131.426219)
0786,POINT (349939.650576 7347137.642360)
0866,POINT (350001.264425 7347088.748082)
0854,POINT (349991.864542 7347096.207452)
0842,POINT (349982.464659 7347103.666822)
0830,POINT (349973.064522 7347111.125871)
0818,POINT (349963.664893 7347118.585562)
0774,POINT (349930.765303 7347144.693356)
0762,POINT (349921.365420 7347152.152726)
0823,POINT (349984.992531 7347125.977020)
0811,POINT (349975.592903 7347133.436710)
0716,POINT (349990.864575 7347191.470247)
0775,POINT (349947.393254 7347155.814820)
0799,POINT (349966.193020 7347140.896080)
0835,POINT (349994.392414 7347118.517650)
0859,POINT (350013.192435 7347103.599231)
0871,POINT (350021.272630 7347097.187112)
0847,POINT (350003.792552 7347111.058600)
0764,POINT (350028.464107 7347161.632767)
0776,POINT (350037.863990 7347154.173397)
0730,POINT (350000.264204 7347184.010556)
0451,POINT (349943.238527 7347223.291478)
0463,POINT (349936.339887 7347214.597537)
0499,POINT (349915.299858 7347188.084722)
0487,POINT (349921.420826 7347195.798026)
0475,POINT (349928.880196 7347205.197908)
0401,POINT (349974.879644 7347263.163854)
0377,POINT (349989.238296 7347281.257169)
0703,POINT (349993.392447 7347213.780445)
0727,POINT (350012.192468 7347198.862025)
0691,POINT (349983.992819 7347221.240135)
0715,POINT (350002.792585 7347206.321395)
0799,POINT (350067.272078 7347155.153057)
0775,POINT (350049.792000 7347169.024545)
0692,POINT (350018.064257 7347264.354931)
0704,POINT (350027.464140 7347256.895562)
0782,POINT (350089.178077 7347206.609037)
0718,POINT (350040.162614 7347245.527201)
0714,POINT (350032.789228 7347251.378424)
0764,POINT (350074.463555 7347219.598712)
0776,POINT (350083.863438 7347212.139342)
0728,POINT (350046.263906 7347241.976822)
0336,POINT (350131.810546 7347229.575231)
0351,POINT (350007.299074 7347304.016357)
0327,POINT (350020.879413 7347321.129544)
0315,POINT (350028.338783 7347330.529427)
0303,POINT (350035.237744 7347339.223114)
0727,POINT (350058.191916 7347256.827970)
0739,POINT (350067.591544 7347249.368280)
0763,POINT (350086.391310 7347234.449540)
0764,POINT (350120.463003 7347277.564657)
0787,POINT (350105.191331 7347219.531121)
0715,POINT (350048.792033 7347264.287340)
0799,POINT (350113.271526 7347213.119002)
0788,POINT (350139.262769 7347262.645917)
0776,POINT (350129.862886 7347270.105287)
0752,POINT (350111.063120 7347285.024027)
0977,POINT (350051.511442 7346979.911961)
0973,POINT (350045.705025 7346984.519701)
0981,POINT (350055.708551 7346975.390885)
0961,POINT (350040.042080 7346987.823168)
0951,POINT (350032.208844 7346994.039310)
0929,POINT (350015.759049 7347007.093207)
0926,POINT (350049.288245 7347049.129727)
0938,POINT (350058.685320 7347041.666160)
0960,POINT (350075.351886 7347028.446668)
0970,POINT (350083.185122 7347022.230526)
1018,POINT (350119.770771 7346993.139750)
0451,POINT (350072.443251 7347122.278830)
0454,POINT (350070.914759 7347119.100649)
0448,POINT (350075.550044 7347123.644285)
0463,POINT (350064.804954 7347112.652814)
0475,POINT (350057.345264 7347103.253186)
0999,POINT (350123.149700 7347017.441709)
0987,POINT (350113.749817 7347024.901079)
1023,POINT (350142.014436 7347002.573709)
0963,POINT (350094.950372 7347039.819565)
0951,POINT (350085.550168 7347047.279189)
0939,POINT (350076.150606 7347054.738304)
0856,POINT (350099.365239 7347106.605327)
0868,POINT (350108.812874 7347099.206131)
0880,POINT (350118.445292 7347088.495112)
0892,POINT (350127.845175 7347081.035742)
0916,POINT (350146.661537 7347066.161705)
0940,POINT (350165.444707 7347051.198262)
0904,POINT (350134.044164 7347076.535849)
0377,POINT (350117.649775 7347179.244917)
0928,POINT (350202.915155 7347117.613229)
0952,POINT (350221.714921 7347102.694489)
0425,POINT (350089.764373 7347144.105944)
0413,POINT (350095.885662 7347151.818994)
0401,POINT (350103.344712 7347161.219131)
0857,POINT (350112.982385 7347120.396097)
0953,POINT (350188.130108 7347060.655782)
0941,POINT (350178.781565 7347068.180507)
0893,POINT (350141.182354 7347098.017733)
0869,POINT (350122.382268 7347112.936727)
0856,POINT (350146.515857 7347162.369449)
0868,POINT (350155.915740 7347154.910079)
0892,POINT (350174.715506 7347139.991339)
0953,POINT (350233.604482 7347117.520976)
0941,POINT (350224.256515 7347125.045768)
0929,POINT (350214.856632 7347132.505138)
0905,POINT (350196.056866 7347147.423878)
0893,POINT (350186.656729 7347154.882927)
0881,POINT (350177.257100 7347162.342618)
0869,POINT (350167.857217 7347169.801988)
0940,POINT (350258.314486 7347168.119804)
0952,POINT (350267.714369 7347160.660434)
0890,POINT (350220.714954 7347197.957284)
0856,POINT (350192.515305 7347220.335394)
0868,POINT (350201.915188 7347212.876024)
1081,POINT (350134.824233 7346912.607855)
1115,POINT (350160.612805 7346892.017585)
1125,POINT (350168.446041 7346885.801444)
1155,POINT (350191.945749 7346867.153019)
1102,POINT (350187.681970 7346940.763151)
1138,POINT (350215.881365 7346918.384721)
1184,POINT (350251.334658 7346890.189104)
1194,POINT (350259.167894 7346883.972962)
1185,POINT (350274.603126 7346897.470108)
1181,POINT (350267.229740 7346903.321331)
1080,POINT (350275.980892 7346965.161932)
1151,POINT (350241.922920 7346922.087895)
1103,POINT (350204.323134 7346951.925054)
1033,POINT (350250.322582 7347009.890999)
0413,POINT (350224.350730 7347049.874271)
0389,POINT (350239.269470 7347068.674037)
0377,POINT (350246.181676 7347077.355347)
1080,POINT (350321.980340 7347023.127877)
1199,POINT (350278.284543 7346893.232770)
1175,POINT (350260.722686 7346907.169155)
1139,POINT (350232.522783 7346929.546944)
1127,POINT (350223.129515 7346937.014650)
1115,POINT (350213.723271 7346944.466005)
1127,POINT (350324.290351 7346951.206730)
1103,POINT (350306.721880 7346965.134780)
1055,POINT (350269.122602 7346994.972580)
1045,POINT (350259.722719 7347002.431950)
1021,POINT (350240.922953 7347017.350690)
1128,POINT (350312.190614 7346936.365521)
1020,POINT (350228.981477 7347002.458781)
1032,POINT (350238.381105 7346994.999091)
1044,POINT (350247.781243 7346987.540041)
1068,POINT (350266.581009 7346972.621302)
1104,POINT (350294.780658 7346950.243192)
1116,POINT (350304.180541 7346942.783822)
1128,POINT (350358.190062 7346994.331466)
1020,POINT (350274.980925 7347060.424726)
1032,POINT (350284.380553 7347052.965036)
1068,POINT (350312.580457 7347030.587247)
1092,POINT (350331.380223 7347015.668507)
1116,POINT (350350.179989 7347000.749767)
1127,POINT (350370.289799 7347009.172675)
1115,POINT (350362.121465 7347015.641675)
1103,POINT (350352.721328 7347023.100725)
1067,POINT (350324.521933 7347045.479155)
1055,POINT (350315.122050 7347052.938525)
1097,POINT (350347.741150 7347028.243736)
1093,POINT (350340.368085 7347034.094704)
1021,POINT (350286.922401 7347075.316635)
0351,POINT (350264.303749 7347100.191774)
0321,POINT (350281.514959 7347120.658052)
0303,POINT (350292.181124 7347135.321292)
1092,POINT (350377.379671 7347073.634452)
1104,POINT (350386.779554 7347066.175082)
1116,POINT (350396.179437 7347058.715712)
0573,POINT (350255.025761 7346822.841094)
0561,POINT (350262.362818 7346831.928489)
0536,POINT (350389.354525 7346761.053511)
0525,POINT (350283.517744 7346858.778502)
0484,POINT (350422.347172 7346804.641920)
1231,POINT (350384.487558 7346808.953797)
0451,POINT (350328.553935 7346917.327690)
0463,POINT (350321.749243 7346908.752137)
1260,POINT (350418.654486 7346851.941892)
0468,POINT (350435.353653 7346819.019710)
0377,POINT (350374.583910 7346975.331445)
1184,POINT (350403.445992 7346958.480004)
1183,POINT (350369.387766 7346915.405647)
1261,POINT (350431.382973 7346867.880167)
1392,POINT (350417.485260 7346758.342285)
1404,POINT (350425.791126 7346751.751606)
1536,POINT (350523.184187 7346674.465366)
